entity_id,state,last_changed
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,101.3,2026-06-02T09:36:08.014Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,107.9,2026-06-02T09:36:11.098Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,114.2,2026-06-02T09:36:20.351Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,104.8,2026-06-02T09:36:21.379Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,59.1,2026-06-02T09:36:26.516Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,5.9,2026-06-02T09:36:27.544Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,1683.6,2026-06-02T09:36:28.573Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,2294.8,2026-06-02T09:36:29.601Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,2267.0,2026-06-02T09:37:00.038Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,2171.0,2026-06-02T09:37:01.465Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,2285.1,2026-06-02T09:37:15.885Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,2166.7,2026-06-02T09:37:36.413Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,2283.2,2026-06-02T09:37:40.524Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,139.9,2026-06-02T09:37:46.691Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,121.7,2026-06-02T09:37:48.752Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,131.5,2026-06-02T09:37:49.775Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,144.4,2026-06-02T09:37:51.834Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,131.9,2026-06-02T09:37:53.888Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,133.2,2026-06-02T09:38:00.040Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,138.6,2026-06-02T09:38:03.159Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,131.4,2026-06-02T09:38:04.187Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,4.1,2026-06-02T09:38:05.225Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,33.6,2026-06-02T09:38:10.364Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,107.7,2026-06-02T09:38:11.393Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,127.7,2026-06-02T09:38:12.421Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,120.6,2026-06-02T09:38:13.442Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,127.2,2026-06-02T09:38:14.470Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,116.2,2026-06-02T09:38:19.608Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,10.2,2026-06-02T09:38:20.646Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,3.7,2026-06-02T09:38:21.674Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,5.3,2026-06-02T09:38:25.778Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,146.9,2026-06-02T09:38:26.814Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,137.6,2026-06-02T09:38:27.845Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,127.9,2026-06-02T09:38:35.038Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,62.7,2026-06-02T09:38:36.066Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,4.0,2026-06-02T09:38:37.095Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,40.5,2026-06-02T09:38:41.262Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,121.4,2026-06-02T09:38:42.235Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,115.3,2026-06-02T09:38:43.263Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,121.9,2026-06-02T09:38:44.292Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,128.3,2026-06-02T09:38:46.348Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,119.3,2026-06-02T09:38:50.459Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,3.6,2026-06-02T09:38:52.515Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,7.7,2026-06-02T09:38:56.640Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,109.2,2026-06-02T09:38:57.659Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,155.7,2026-06-02T09:38:58.685Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,136.7,2026-06-02T09:38:59.711Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,43.1,2026-06-02T09:39:06.906Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,3.8,2026-06-02T09:39:07.935Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,50.5,2026-06-02T09:39:13.074Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,117.6,2026-06-02T09:39:14.102Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,131.7,2026-06-02T09:39:15.131Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,118.9,2026-06-02T09:39:16.159Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,127.9,2026-06-02T09:39:17.188Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,118.5,2026-06-02T09:39:21.299Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,96.6,2026-06-02T09:39:22.327Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,6.1,2026-06-02T09:39:23.356Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,3.9,2026-06-02T09:39:24.384Z
